206891,"Centro de Salud La Brava","Centro de salud público",Italia,,,,,"Santa Fe","La Capital","Santa Fe",Argentina,1,,,-31.6048413,-60.6655896,1,,SI,NO,NO,SI,NO,SI,NO,"(0342) 154064661",,,,,,,,,,,,,,,,,,,,,"(0342) 154064661",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0342) 154064661",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206892,"Centro de Salud La Cabral","Centro de salud público","Zona Urbana",,,,,"La Cabral","San Cristóbal","Santa Fe",Argentina,1,,,-30.08739,-61.1779,1,,SI,NO,NO,SI,NO,SI,NO,"(03408) 423450 Comuna",,,,,,,,,,,,,,,,,,,,,"(03408) 423450 Comuna",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03408) 423450 Comuna",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206893,"Centro de Salud La Camila","Centro de salud público","Ruta 56 S/N",,,,,"Colonia la Camila","San Justo","Santa Fe",Argentina,1,,,-30.08025,-60.56284,1,,SI,NO,NO,SI,NO,SI,NO,"(03498) 472000",,,,,,,,,,,,,,,,,,,,,"(03498) 472000",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03498) 472000",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206895,"Centro de Salud La Lucila","Centro de salud público","Zona Urbana",,,,,"La Lucila","San Cristóbal","Santa Fe",Argentina,1,,,-30.4191,-61.00401,1,,SI,NO,NO,SI,NO,SI,NO,"(03408) 424873",,,,,,,,,,,,,,,,,,,,,"(03408) 424873",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03408) 424873",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206896,"Centro de Salud La Posta","Centro de salud público",Valparaiso,330,,,,Rosario,Rosario,"Santa Fe",Argentina,1,,,-32.934807,-60.681056,1,,SI,NO,NO,SI,NO,SI,NO,"(0341) 4724658",,,,,,,,,,,,,,,,,,,,,"(0341) 4724658",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0341) 4724658",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206897,"Centro de Salud La Reserva","Centro de salud público","La Reserva",,,,,"La Reserva","General Obligado","Santa Fe",Argentina,1,,,-28.4996471,-59.5179749,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206898,"Centro de Salud La Rivera","Centro de salud público","Bo La Ribera Villa La Ribera",,,,,Oliveros,Iriondo,"Santa Fe",Argentina,1,,,-32.5746765,-60.8499985,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206899,"Centro de Salud La Rubia","Centro de salud público",Rivadavia,,,,,"La Rubia","San Cristóbal","Santa Fe",Argentina,1,,,-30.11047,-61.79294,1,,SI,NO,NO,SI,NO,SI,NO,"(03491) 495866",,,,,,,,,,,,,,,,,,,,,"(03491) 495866",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03491) 495866",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206900,"Centro de Salud La Sarita","Centro de salud público","La Sarita",,,,,"La Sarita","General Obligado","Santa Fe",Argentina,1,,,-28.971111,-59.848889,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,03482-15614250,,,,,,,,,,,,,,,,,,,,,,,,,,,,03482-15614250,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206901,"Centro de Salud La Vanguardia","Centro de salud público","San Lorenzo",,,,,"La Vanguardia","Villa Constitucion","Santa Fe",Argentina,1,,,-33.3583036,-60.6590615,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,"03469 - 493020",,,,,,,,,,,,,,,,,,,,,,,,,,,,"03469 - 493020",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206902,"Centro de Salud Labordeboy","Centro de salud público",Congreso,108,,,,Labordeboy,"General López","Santa Fe",Argentina,1,,,-33.7133681,-61.3159794,1,,SI,NO,NO,SI,NO,SI,NO,"(03465) 495278",,,,,,,,,,,,,,,,,,,,,"(03465) 495278",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03465) 495278",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206903,"Centro de Salud Las Flores","Centro de salud público","Flor de Nacar",6983,,,,Rosario,Rosario,"Santa Fe",Argentina,1,,,-33.0180638,-60.6605231,1,,SI,NO,NO,SI,NO,SI,NO,"(0341) 4809772",,,,,,,,,,,,,,,,,,,,,"(0341) 4809772",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0341) 4809772",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206904,"Centro de Salud Las Gamas","Centro de salud público","Las Gamas",,,,,"Las Gamas",Vera,"Santa Fe",Argentina,1,,,-29.426548,-60.3527603,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206905,"Centro de Salud Los Hornos Norte","Centro de salud público",Libertad,,,"Calle 110",,"Laguna Paiva","La Capital","Santa Fe",Argentina,1,,,-31.306387,-60.6655146,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206906,"Centro de Salud Los Jacintos","Centro de Salud Público","Av. Além",,,,"Los Jacintos","Los Jacintos","San Javier","Entre Ríos",Argentina,1,,,-30.1410897,-59.8885785,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206907,"Centro de Salud Los Pinos - Paraje El Caramelo - Villa Amelia","Centro de salud público","Ruta 18 Km 11,5",,,,,Rosario,Rosario,"Santa Fe",Argentina,1,,,-33.1762328,-60.6659406,1,,SI,NO,NO,SI,NO,SI,NO,"(03402) 492961 ",,,,,,,,,,,,,,,,,,,,,"(03402) 492961 ",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03402) 492961 ",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206908,"Centro de Salud Los Saladillos","Centro de salud público","Av. Ntra Sra del Rosario",,,,,Rosario,Rosario,"Santa Fe",Argentina,1,,,-32.9978365,-60.6217174,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206909,"Centro de Salud Lucio V Lopez","Centro de salud público","Blvd. San Martín",339,,,,"Lucio V. López",Iriondo,"Santa Fe",Argentina,1,,,-32.711952,-61.0230727,1,,SI,NO,NO,SI,NO,SI,NO,"(03476) 491089",,,,,,,,,,,,,,,,,,,,,"(03476) 491089",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03476) 491089",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206910,"Centro de Salud Maggiolo","Centro de salud público",Carreras,,,Genova,,Maggiolo,"General López","Santa Fe",Argentina,1,,,-33.7225304,-62.2540283,1,,SI,NO,NO,SI,NO,SI,NO,"(03462) 492261",,,,,,,,,,,,,,,,,,,,,"(03462) 492261",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03462) 492261",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206911,"Centro de Salud Martin Fierro","Centro de salud público",Saavedra,1250,,,,Vera,Vera,"Santa Fe",Argentina,1,,,-29.4702614,-60.2065578,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206912,"Centro de Salud Mocovi","Centro de salud público",Chaco,,,,,Tostado,"9 De Julio","Santa Fe",Argentina,1,,,-29.229162,-61.7717196,1,,NO,NO,NO,NO,NO,NO,NO,"(03491) 474130",,,,,,,,,,,,,,,,,,,,,"(03491) 474130",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03491) 474130",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206913,"Centro de Salud N  11 Maria Ines Tarchini De Dellasanta","Centro de salud público","Santiago Shine Y Gabriel Maggi",,,,,Rafaela,Castellanos,"Santa Fe",Argentina,1,,,-31.2525979,-61.4916422,1,,SI,NO,NO,SI,NO,SI,NO,"(03492) 15574600",,,,,,,,,,,,,,,,,,,,,"(03492) 15574600",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03492) 15574600",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206914,"Centro de Salud N 1 Mariano Moreno","Centro de salud público","Carlos Gardel",550,,,,Sunchales,Castellanos,"Santa Fe",Argentina,1,,,-30.9456045,-61.5721938,1,,SI,NO,NO,SI,NO,SI,NO,"(03493) 421626",,,,,,,,,,,,,,,,,,,,,"(03493) 421626",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03493) 421626",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206915,"Centro de Salud N 10 Veronica Sereno","Centro de salud público","Julio Cortazar",,,,,Rafaela,Castellanos,"Santa Fe",Argentina,1,,,-31.2702406,-61.4925162,1,,SI,NO,NO,SI,NO,SI,NO,"(03492) 15643876",,,,,,,,,,,,,,,,,,,,,"(03492) 15643876",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03492) 15643876",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206916,"Centro de Salud N 13 Fonavi","Centro de salud público","Alfredo Rouillon",3671,,,,Rosario,Rosario,"Santa Fe",Argentina,1,,,-32.9442426,-60.6505388,1,,SI,NO,NO,SI,NO,SI,NO,"(0341) 4805411",,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,0341/4805411,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206917,"Centro de Salud N 26 De La Comunidad Organizada","Centro de salud público",Tucumán,7363,,,,Rosario,Rosario,"Santa Fe",Argentina,1,,,-32.9328015,-60.7207114,1,,SI,NO,NO,SI,NO,SI,NO,"(0341) 4575665",,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,0341/4575665,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206918,"Centro de Salud N 3 Debora Ferrandini","Centro de salud público","O. Remondino",251,,,,Sunchales,Castellanos,"Santa Fe",Argentina,1,,,-30.9385611,-61.5526565,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206919,"Centro de Salud Nueva Roma 1","Centro de salud público",Chile,2421,,,,Casilda,Caseros,"Santa Fe",Argentina,1,,,-33.0471773,-61.1785587,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206920,"Centro de Salud Nuevo Torino","Centro de salud público",Belgrano,293,,,,"Nuevo Torino","Las Colonias","Santa Fe",Argentina,1,,,-31.3458585,-61.2368388,1,,SI,NO,NO,SI,NO,SI,NO,"(03496) 494601",,,,,,,,,,,,,,,,,,,,,"(03496) 494601",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03496) 494601",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206921,"Centro de Salud Ogilvie","Centro de salud público",Ogilvie,,,,,Ogilvie,Vera,"Santa Fe",Argentina,1,,,-29.3628082,-60.1874313,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206922,"Centro de Salud Palacios","Centro de salud público","Zona Urbana",,,,,Palacios,"San Cristóbal","Santa Fe",Argentina,1,,,-30.70756,-61.62141,1,,SI,NO,NO,SI,NO,SI,NO,"(03409) 492010 ",,,,,,,,,,,,,,,,,,,,,"(03409) 492010 ",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03409) 492010 ",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206923,"Centro de Salud Paraje La Boca","Centro de salud público","Paraje La Boca",,,,,Monje,"San Jerónimo","Santa Fe",Argentina,1,,,-32.33244,-60.87677,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206924,"Centro de Salud Posta El Timbo","Centro de salud público",RN11,,,,,Avellaneda,"General Obligado","Santa Fe",Argentina,1,,,-29.1053011,-59.6503931,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,"(03482) 481079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(03482) 481079",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206925,"Centro de Salud Posta Sanitaria Don Carlos","Centro de salud público","Calle 127",,"Calle 72","Calle 72",,Reconquista,"General Obligado","Santa Fe",Argentina,1,,,-29.1925581,-59.6527504,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,"(03482) - 15551412",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(03482) - 15551412",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206926,"Centro de Salud Providencia","Centro de salud público",Corrientes,526,,,,Providencia,"Las Colonias","Santa Fe",Argentina,1,,,-30.9843964,-61.0182313,1,,SI,NO,NO,SI,NO,SI,NO,"(03497) 492130",,,,,,,,,,,,,,,,,,,,,"(03497) 492130",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03497) 492130",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206927,"Centro de Salud Puerto Aragon","Centro de salud público","German Guena",,,,,"Puerto Aragon","San Jerónimo","Santa Fe",Argentina,1,,,-32.24298,-60.92297,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206928,"Centro de Salud Ramon Carrillo - Firmat","Centro de salud público","Bv. Colón",,,Monteagudo,,Firmat,"General López","Santa Fe",Argentina,1,,,-33.4618308,-61.4859964,1,,SI,NO,NO,SI,NO,SI,NO,"(03465) 421551",,,,,,,,,,,,,,,,,,,,,"(03465) 421551",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03465) 421551",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206929,"Centro de Salud Romulo Zavalla","Centro de salud público",Laprida,268,,,,"Capitan Bermudez","San Lorenzo","Santa Fe",Argentina,1,,,-32.8024021,-60.7244857,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,0341-4782129,,,,,,,,,,,,,,,,,,,,,,,,,,,,0341-4782129,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206930,"Centro de Salud S.A.M.Co. Zenon Pereyra","Centro de salud público","Boulevar 25 de Mayo",842,,,,"Zenon Pereyra",Castellanos,"Santa Fe",Argentina,1,,,-31.5686092,-61.8982215,1,,SI,NO,NO,SI,NO,SI,NO,"(03564) 492390",,,,,,,,,,,,,,,,,,,,,"(03564) 492390",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03564) 492390",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206931,"Centro de Salud Salbor","Centro de salud público",28,1230,,,,"Las Parejas",Belgrano,"Santa Fe",Argentina,1,,,-32.6778307,-61.5135751,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
206932,"Centro de Salud San Jose Urbano","Centro de salud público",Aldao,,,,,Melincué,"General López","Santa Fe",Argentina,1,,,-33.6486527,-61.4462241,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
