208304,"Unidad Sanitaria Nº 34 Ramon Carrillo - San Miguel","Centro de Salud Público",Corrientes,,,Vespucio,"San Miguel del Monte","San Miguel Del Monte",Monte,"Buenos Aires",Argentina,-1,,,-35.4523509,-58.826067,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208306,"Unidad Sanitaria Nº 21 Candido Castello - Cuartel Ii","Centro de Salud Público",Bramante,,,,"San Miguel","San Miguel","San Miguel","Buenos Aires",Argentina,-1,,,-34.5633599,-58.7360928,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208307,"C. A. P. S. Nº 36 - San Atilio","Centro de Salud Público","Guillermo Miller",,,"San Blas","José C. Paz","José C. Paz","José C. Paz","Buenos Aires",Argentina,1,,,-34.5095669,-58.8168125,1,,SI,NO,SI,SI,NO,SI,NO,"(02320) 452072",,,,,,,,,,,,,,"(02320) 452072",,,,,,,"(02320) 452072",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(02320) 452072",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208308,"C. A. P. S. Nº 51 - Ampliacion Devoto","Centro de Salud Público","Paso de los Patos",,,"M Bravo","Grand Bourg","Grand Bourg","Malvinas Argentinas","Buenos Aires",Argentina,1,,,-34.4934354,-58.7322246,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208310,"C. A. P. S. Nº 29 - Las Heras - José C. Paz","Centro de Salud Público","Avenida Intendente. J.R. Lopez",,,Arias,"José C. Paz","José C. Paz","José C. Paz","Buenos Aires",Argentina,1,,,-34.5398028,-58.7721761,1,,SI,NO,SI,SI,NO,SI,NO,"(02320) 462604",,,,,,,,,,,,,,"(02320) 462604",,,,,,,"(02320) 462604",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(02320) 462604",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208311,"C. A. P. S. El Ombu","Centro de Salud Público","Gral. Arenales",336,,,"José C. Paz","José C. Paz","José C. Paz","Buenos Aires",Argentina,1,,,-34.5087714,-58.7375822,1,,SI,NO,SI,SI,NO,SI,NO,"(02320) 436933",,,,,,,,,,,,,,"(02320) 436933",,,,,,,"(02320) 436933",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(02320) 436933",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208312,"C. A. P. S. San Calal","Centro de Salud Público","Gral. Pico",,,"P. Ultra","Ingeniero Adolfo Sourdeaux","Ingeniero Adolfo Sourdeaux","Malvinas Argentinas","Buenos Aires",Argentina,1,,,-34.5055695,-58.6609786,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208313,"C. A. P. S. Manzone","Centro de Salud Público",Maure,,,"9 De julio","Villa Astolfi","Villa Astolfi",Pilar,"Buenos Aires",Argentina,1,,,-34.489533,-58.8762491,1,,SI,NO,SI,SI,NO,SI,NO,(0230)4488516,,,,,,,,,,,,,,(0230)4488516,,,,,,,(0230)4488516,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,(0230)4488516,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208314,"C. A. P. S. San Cayetano - Pilar","Centro de Salud Público",Noruega,,,Belice,"Del Viso","Del Viso","José C. Paz","Buenos Aires",Argentina,-1,,,-34.5000598,-58.8069533,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208315,"C. A. P. S. Nº 22 - El Primaveral","Centro de Salud Público","Costa Rica",,,Descarte,"Malvinas Argentinas","Malvinas Argentinas","Malvinas Argentinas","Buenos Aires",Argentina,1,,,-34.4644377,-58.7142036,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208316,"Unidad Sanitaria Móvil (Trailler Nº 1) Bo. La Esperanza - Moreno","Centro de Salud Público","Tupac Amaru E/ La Pintura Y La Musica - Cuartel V",6210,,,Moreno,Moreno,Moreno,"Buenos Aires",Argentina,1,,,-34.6340099,-58.791382,1,,SI,NO,SI,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208318,"C. A. P. S. Monterrey","Centro de Salud Público","Calle Chacabuco",,,Paraguay,Pilar,Pilar,Pilar,"Buenos Aires",Argentina,1,,,-34.4811266,-58.8331241,1,,SI,NO,NO,SI,NO,SI,NO,"(0230) 4486006",,,,,,,,,,,,,,,,,,,,,"(0230) 4486006",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0230) 4486006",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208324,"C. A. P. S. Villa Verde","Centro de Salud Público","Fragata Sarmiento",1335,,,"Pilar Centro",Pilar,Pilar,"Buenos Aires",Argentina,1,,,-34.4715743,-58.914265,1,,SI,NO,NO,SI,NO,SI,NO,"(0230) 4427250",,,,,,,,,,,,,,,,,,,,,"(0230) 4427250",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0230) 4427250",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208325,"C. A. P. S. Presidente Derqui","Centro de Salud Público",Sarmiento,1178,,,"Presidente Derqui","Presidente Derqui",Pilar,"Buenos Aires",Argentina,1,,,-34.4922964,-58.8423605,1,,SI,SI,SI,SI,NO,SI,NO,"(0230) 448512",,,,,,,"(0230) 448512",,"Martes de 10 a 14 hs",,,,,"(0230) 448512",,,,,,,"(0230) 448512",,,,,,"Ofrece asesoramiento sobre interrupción legal del embarazo",,,,,,,,"(0230) 448512",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208326,"C. A. P. S. Nº 39 - San Roque ","Centro de Salud Público",Pavón,3545,,,"José C. Paz","José C. Paz","José C. Paz","Buenos Aires",Argentina,1,,,-34.5191122,-58.722853,1,,SI,NO,SI,SI,NO,SI,NO,"(011) 4451-4327",,,,,,,,,,,,,,"(011) 4451-4327",,,,,,,"(011) 4451-4327",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(011) 4451-4327",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208327,"C. A. P. S. Nº 52 - Bo. Urquiza","Centro de Salud Público",Caracas,,,Bolivar,"José C. Paz","José C. Paz","José C. Paz","Buenos Aires",Argentina,1,,,-34.5071788,-58.8132231,1,,SI,NO,SI,SI,NO,SI,NO,"(02320) 437666",,,,,,,,,,,,,,"(02320) 437666",,,,,,,"(02320) 437666",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(02320) 437666",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208328,"C. A. P. S. Union Y Progreso - Malvinas Argentinas","Centro de Salud Público","Dante Alighieri",,,"Dardo Rocha","Los Polvorines","Los Polvorines","Malvinas Argentinas","Buenos Aires",Argentina,1,,,-34.5190203,-58.7151973,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208329,"C. A. P. S. Nº 01 - Francisco Álvarez","Centro de Salud Público","Moctezuma ",508,,,"Francisco Alvarez","Francisco Alvarez",Moreno,"Buenos Aires",Argentina,1,,,-34.63127,-58.8526615,1,,SI,NO,SI,SI,NO,SI,NO,"(011) 4871361",,,,,,,,,,,,,,"(011) 4871361",,,,,,,"(011) 4871361",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(011) 4871361",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208330,"C. A. P. S. Nº 21 - Lomas De Casasco","Centro de Salud Público",Ambrosetti,,,"San Pablo","Mariano Acosta","Mariano Acosta",Merlo,"Buenos Aires",Argentina,-1,,,-34.6964782,-58.8451272,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208331,"Unidad Sanitaria Nº 19 - 17 De Agosto - Barrufaldi","Centro de Salud Público","Olegario Victor Andrade",1700,,,"Bella Vista","Bella Vista","San Miguel","Buenos Aires",Argentina,-1,,,-34.5618558,-58.6635797,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208332,"Unidad Sanitaria Dr. Luis Resio","Centro de salud Público","Mateo Churich",,,"Horacio Dupuy",Garin,Garin,Escobar,"Buenos Aires",Argentina,-1,,,-34.4184197,-58.7289136,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208337,"Unidad Sanitaria Nº 09 Dallera","Centro de Salud Público",Maipú,369,,,Campana,Campana,Campana,"Buenos Aires",Argentina,1,,,-34.1846923,-58.9513843,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208339,"Unidad Sanitaria Nº 12 ","Centro de Salud Público",Dorrego,1322,,,"Bo. San Felipe",Campana,Campana,"Buenos Aires",Argentina,1,,,-34.1807585,-58.9744978,1,,SI,NO,SI,SI,NO,SI,NO,"(03489) 43-7551",,,,,,,,,,,,,,"(03489) 43-7551",,,,,,,"(03489) 43-7551",,,,,,"No está confirmado que asesore o realice interrupción legal del embarazo.",,,,,,,,"(03489) 43-7551",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208340,"Unidad Sanitaria Nº 13 ","Centro de Salud Público","Dasso Luis",393,,,"Bo. La Esperanza",Campana,Campana,"Buenos Aires",Argentina,-1,,,-34.1633346,-58.9592643,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208342,"Unidad Sanitaria Nº 04 ","Centro de Salud Público","B. Bidegain",,,,"San Cayetano",Campana,Campana,"Buenos Aires",Argentina,1,,,-34.156652,-59.0029629,1,,SI,NO,SI,SI,NO,SI,NO,"(03489) 43-0184",,,,,,,,,,,,,,"(03489) 43-0184",,,,,,,"(03489) 43-0184",,,,,,"No está confirmado que asesore o realice interrupción legal del embarazo.",,,,,,,,"(03489) 43-0184",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208345,"Unidad Sanitaria Coronel Dorrego Bo. Lamb","Centro de salud Público","Las Retamas",888,,,"Maquinista Savio","Maquinista Savio",Escobar,"Buenos Aires",Argentina,-1,,,-34.3941836,-58.7551286,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208347,"Unidad Sanitaria Loma Verde ","Centro de Salud Público","Ruta Panamericana Ramal Escobar Colectora Este",,,,"Belén de Escobar",Escobar,Escobar,"Buenos Aires",Argentina,1,,,-34.3306474,-58.8370375,1,,SI,NO,NO,SI,NO,SI,NO,"(03488) 494563",,,,,,,,,,,,,,,,,,,,,"(03488) 494563",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03488) 494563",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208349,"Unidad Sanitaria Ramon Carrillo ","Centro de Salud Público","Misiónes Salesianas",,,"Piedrabuena Cmte Luis",Garin,Garin,Escobar,"Buenos Aires",Argentina,1,,,-34.4360908,-58.7240343,1,,SI,NO,SI,SI,NO,SI,NO,"(03488) 415050",,,,,,,,,,,,,,"(03488) 415050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208350,"Unidad Sanitaria Periferico Carlos Menem Junior","Centro de Salud Público","Las Orquideas",,,Junquillos,Escobar,Escobar,Escobar,"Buenos Aires",Argentina,1,,,-34.3566704,-58.8134947,1,,SI,NO,SI,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208351,"C. A. P. S. Nº 14 Barrio Uta","Centro de Salud Público",Mitre,1253,,,"Villa Maipú","Villa Maipu","General San Martín","Buenos Aires",Argentina,1,,,-34.5621929,-58.5182072,1,,SI,NO,NO,SI,NO,SI,NO,"(011) 4513-5120",,,,,,,,,,,,,,,,,,,,,"(011) 4513-5120",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(011) 4513-5120",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208355,"C. A. P. S. N.º 4 Dr. Luis Agote ","Centro de Salud Público","Joaquin V. Gonzalez",50,,Maipu,"General San Martin","General San Martín","General San Martín","Buenos Aires",Argentina,1,,,-34.529389,-58.5734048,1,,SI,NO,NO,SI,NO,SI,NO,"(011) 4580-1056/1057",,,,,,,,,,,,,,,,,,,,,"(011) 4580-1056/1057",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(011) 4580-1056/1057",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208356,"C. A. P. S. Dr. A. Fleming","Centro de Salud Público","Av. Brig. Gral. Juan Manuel de Rosas",,,42925,"General San Martin","General San Martín","General San Martín","Buenos Aires",Argentina,-1,,,-34.5324473,-58.5761503,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208358,"C. A. P. S. Nº 09 - Billinghurst","Centro de Salud Público","1era. Junta",5745,,,Billinghurst,Billinghurst,"General San Martín","Buenos Aires",Argentina,1,,,-34.5736823,-58.5698374,1,,SI,NO,SI,SI,NO,SI,NO,"(011) 4512-7035/7040",,,,,,,,,,,,,,"(011) 4512-7035/7040",,,,,,,"(011) 4512-7035/7040",,,,,,"Ofrece asesoramiento sobre interrupción legal del embarazo",,,,,,,,"(011) 4512-7035/7040",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208359,"C. A. P. S. Nº 03 - Concepción","Centro de Salud Público",Independencia,876,,,"San Andres","San Andrés","General San Martín","Buenos Aires",Argentina,1,,,-34.545231,-58.5287501,1,,SI,NO,NO,SI,NO,SI,NO,"(011) 4512-6259/4830-0711",,,,,,,,,,,,,,,,,,,,,"(011) 4512-6259/4830-0711",,,,,,"Ofrece asesoramiento sobre interrupción legal del embarazo",,,,,,,,"(011) 4512-6259/4830-0711",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208360,"C. A. P. S. Nº 13 - Villa Lynch","Centro de Salud Público",Azcuénaga,226,,,"Villa Lynch","General San Martín","General San Martín","Buenos Aires",Argentina,1,,,-34.5930195,-58.5252769,1,,SI,NO,NO,SI,NO,SI,NO,"(011) 4830-0709",,,,,,,,,,,,,,,,,,,,,"(011) 4830-0709",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(011) 4830-0709",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208361,"C. A. P. S. Ramon Carrillo - Bo. Zapiola - Gral. San Martín","Centro de Salud Público","Martín Fierro",180,,,Billinghurst,Billinghurst,"General San Martín","Buenos Aires",Argentina,-1,,,-34.5652171,-58.5750861,,,NO,NO,NO,SI,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208362,"C. A. P. S. Nº 20 - Villa Piaggio","Centro de Salud Público","Av. Del Libertador Gral. San Martín",740,,,"Villa Lynch","General San Martín","General San Martín","Buenos Aires",Argentina,1,,,-34.5860906,-58.5267979,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208364,"C. A. P. S. 9 De Julio","Centro de Salud Público","Maestro Ángel Delia",4265,,,"José C. Paz","José C. Paz","José C. Paz","Buenos Aires",Argentina,1,,,-34.5208481,-58.7374557,1,,SI,NO,SI,SI,NO,SI,NO,"(02320) 436930",,,,,,,,,,,,,,"(02320) 436930",,,,,,,"(02320) 436930",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(02320) 436930",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208365,"Centro Asistencial Zona Norte ","Centro de Salud Público","Cesar H. Malnatti",3759,,,"José C. Paz","José C. Paz","José C. Paz","Buenos Aires",Argentina,1,,,-34.5207588,-58.7275989,1,,SI,NO,SI,SI,NO,SI,NO,"(02320) 425432",,,,,,,,,,,,,,"(02320) 425432",,,,,,,"(02320) 425432",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(02320) 425432",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208368,"C. A. P. S. San Jorge - Moreno","Centro de Salud Público","Frondrauge E/ Lavoiser Y Centenario",2216,,,Moreno,Moreno,Moreno,"Buenos Aires",Argentina,1,,,-34.6340099,-58.791382,1,,SI,NO,SI,SI,NO,SI,NO,"(011) 4635450",,,,,,,,,,,,,,"(011) 4635450",,,,,,,"(011) 4635450",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(011) 4635450",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208370,"C. A. P. S. Bangiovani","Centro de Salud Público","R. De Escalada Y Abelagustegui (Bº Bongiovani)",2610,,,"Paso del Rey","Paso Del Rey",Moreno,"Buenos Aires",Argentina,1,,,-34.6360397,-58.7523155,1,,SI,NO,SI,SI,NO,SI,NO,"(011) 4688809",,,,,,,,,,,,,,"(011) 4688809",,,,,,,"(011) 4688809",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(011) 4688809",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208373,"Centro Medico Familiar La Union","Centro de Salud Público",Ituzaingó,3650,,,"San Fernando","San Fernando","San Fernando","Buenos Aires",Argentina,1,,,-34.4502516,-58.5783656,1,,SI,NO,SI,SI,NO,SI,NO,"(011) 47146861",,,,,,,,,,,,,,,,,,,,,"(011) 47146861",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(011) 47146861",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208374,"C. A. P. S. Villa Jardin - San Fernando","Centro de Salud Público",Guatemala,3069,,,Victoria,Victoria,"San Fernando","Buenos Aires",Argentina,1,,,-34.4767273,-58.5858869,1,,SI,NO,SI,SI,NO,SI,NO,"(011) 47146746",,,,,,,,,,,,,,,,,,,,,"(011) 47146746",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(011) 47146746",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208376,"C. A. P. S. Villa Federal Dr. Di Mateo","Centro de Salud Público","Domingo Faustino Sarmiento",3244,,,Olivos,Olivos,"Vicente López","Buenos Aires",Argentina,1,,,-34.5082054,-58.4956696,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208379,"C. A. P. S. H. Berthes","Centro de Salud Público","Miguel de Azcuénaga",1745,,,"Vicente López","Vicente López","Vicente López","Buenos Aires",Argentina,1,,,-34.5173906,-58.4764241,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208382,"Consultorio En Terreno Bo. Mejoral - San Fernando","Centro de Salud Público","Guido Spano",3134,,,Victoria,Victoria,"San Fernando","Buenos Aires",Argentina,1,,,-34.4618947,-58.5640198,1,,SI,NO,SI,SI,NO,SI,NO,"(011) 47449156",,,,,,,,,,,,,,,,,,,,,"(011) 47449156",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(011) 47449156",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208399,"Unidad Sanitaria Buenos Aires","Centro de Salud Público","El Cano (E/ Callardo E Ituzaingo)",872,,,"Don Torcuato","Don Torcuato",Tigre,"Buenos Aires",Argentina,-1,,,-34.4938049,-58.6272715,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
208403,"Unidad Sanitaria Rincon De Milberg","Centro de Salud Público","Santa Maria E Irala",,,,"Rincón de Milberg","Rincón de Milberg",Tigre,"Buenos Aires",Argentina,-1,,,-34.4008493,-58.6381786,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
